session_time,lap,pos_x,pos_y,pos_z,speed,throttle,brake
1404.0887451171875,14,-404.4550476074219,62.657283782958984,694.0934448242188,106,0.0,0.0
1404.1060791015625,14,-404.0084228515625,62.62234878540039,694.29052734375,105,0.0,0.0
1404.1177978515625,14,-403.5606384277344,62.586666107177734,694.4806518554688,105,0.0,0.0
1404.135498046875,14,-403.11175537109375,62.55018997192383,694.663818359375,105,0.0,0.0
1404.1531982421875,14,-402.6617736816406,62.512935638427734,694.8400268554688,104,0.0,0.0
1404.1707763671875,14,-402.2109069824219,62.47487258911133,695.0093994140625,104,0.0,0.0
1404.1883544921875,14,-401.7591857910156,62.43598937988281,695.1718139648438,104,0.0,0.0
1404.2059326171875,14,-401.3067932128906,62.396278381347656,695.32763671875,103,0.0,0.0
1404.2236328125,14,-400.853759765625,62.35573959350586,695.4765014648438,103,0.0,0.0
1404.2354736328125,14,-400.40020751953125,62.314449310302734,695.6185913085938,103,0.0,0.0
1404.2530517578125,14,-399.9461975097656,62.27238464355469,695.75390625,102,0.0,0.0
1404.2706298828125,14,-399.49176025390625,62.22964096069336,695.88232421875,102,0.0,0.0
1404.288330078125,14,-399.0371398925781,62.18623352050781,696.0037841796875,102,0.0,0.0
1404.3001708984375,14,-398.5823059082031,62.142173767089844,696.1182861328125,101,0.0,0.0
1404.31787109375,14,-398.1274719238281,62.097442626953125,696.2260131835938,101,0.0,0.0
1404.3360595703125,14,-397.6726379394531,62.052303314208984,696.3265991210938,101,0.0,0.0
1404.3541259765625,14,-397.21783447265625,62.0065803527832,696.42041015625,100,0.0,0.0
1404.3720703125,14,-396.76336669921875,61.9599494934082,696.5079345703125,100,0.0,0.0
1404.384033203125,14,-396.3092041015625,61.91238784790039,696.589111328125,100,0.0,0.0
1404.40234375,14,-395.8553771972656,61.8640251159668,696.6640014648438,100,0.0,0.0
1404.4205322265625,14,-395.40191650390625,61.81500244140625,696.7319946289062,99,0.0,0.0
1404.438720703125,14,-394.9490051269531,61.76556396484375,696.7930908203125,99,0.0,0.0
