time,speed,throttle,brake,gear
1774799595.1635087,124,117,79,131
1774799595.163527,124,117,79,131
1774799595.1635313,124,117,79,131
1774799595.1635342,124,117,79,131
1774799595.1635368,124,117,79,131
1774799595.1635396,124,117,79,131
1774799595.2058547,124,117,79,131
1774799595.2058792,124,117,79,131
1774799595.2058861,124,117,79,131
1774799595.2058911,124,117,79,131
1774799595.2058954,124,117,79,131
1774799595.2058995,124,117,79,131
1774799595.205911,124,117,79,131
1774799595.2627413,124,117,79,131
1774799595.2627656,124,117,79,131
1774799595.2627726,124,117,79,131
1774799595.2627845,124,117,79,131
1774799595.262791,124,117,79,131
1774799595.2627964,124,117,79,131
1774799595.3094752,124,117,79,131
1774799595.3094933,124,117,79,131
1774799595.3094974,124,117,79,131
1774799595.3095005,124,117,79,131
1774799595.3095033,124,117,79,131
1774799595.3095052,124,117,79,131
1774799595.309519,124,117,79,131
1774799595.3570254,124,117,79,131
1774799595.3570483,124,117,79,131
1774799595.357053,124,117,79,131
1774799595.357056,124,117,79,131
1774799595.3570776,124,117,79,131
1774799595.357098,124,117,79,131
1774799595.4086597,124,117,79,131
1774799595.408688,124,117,79,131
1774799595.4086943,124,117,79,131
1774799595.4086993,124,117,79,131
1774799595.4087026,124,117,79,131
1774799595.4087067,124,117,79,131
1774799595.4087093,124,117,79,131
1774799595.4596493,124,117,79,131
1774799595.4596682,124,117,79,131
1774799595.4596722,124,117,79,131
1774799595.4596756,124,117,79,131
1774799595.459679,124,117,79,131
1774799595.459682,124,117,79,131
1774799595.5093164,124,117,79,131
1774799595.5093725,124,117,79,131
1774799595.5093825,124,117,79,131
1774799595.509391,124,117,79,131
1774799595.5093951,124,117,79,131
1774799595.509399,124,117,79,131
1774799595.509415,124,117,79,131
1774799595.5094197,124,117,79,131
1774799595.5094233,124,117,79,131
1774799595.560267,124,117,79,131
1774799595.560292,124,117,79,131
1774799595.5602973,124,117,79,131
1774799595.5603018,124,117,79,131
1774799595.5603285,124,117,79,131
1774799595.5603404,124,117,79,131
1774799595.6108623,124,117,79,131
1774799595.6108818,124,117,79,131
1774799595.6108868,124,117,79,131
1774799595.6108909,124,117,79,131
1774799595.610894,124,117,79,131
1774799595.610897,124,117,79,131
1774799595.6108997,124,117,79,131
1774799595.661101,124,117,79,131
1774799595.6611266,124,117,79,131
1774799595.661131,124,117,79,131
1774799595.6611345,124,117,79,131
1774799595.661141,124,117,79,131
1774799595.661146,124,117,79,131
1774799595.7110891,124,117,79,131
1774799595.7111058,124,117,79,131
1774799595.7111094,124,117,79,131
1774799595.7111127,124,117,79,131
1774799595.7111154,124,117,79,131
1774799595.7111175,124,117,79,131
1774799595.7111201,124,117,79,131
1774799595.762063,124,117,79,131
1774799595.7620797,124,117,79,131
1774799595.7620835,124,117,79,131
1774799595.762086,124,117,79,131
1774799595.7620893,124,117,79,131
1774799595.7620919,124,117,79,131
1774799595.8066013,124,117,79,131
1774799595.8066397,124,117,79,131
1774799595.8066475,124,117,79,131
1774799595.8066533,124,117,79,131
1774799595.806658,124,117,79,131
1774799595.8066623,124,117,79,131
1774799595.806666,124,117,79,131
1774799595.8570259,124,117,79,131
1774799595.8570743,124,117,79,131
1774799595.8570838,124,117,79,131
1774799595.8570912,124,117,79,131
1774799595.857098,124,117,79,131
1774799595.8571045,124,117,79,131
1774799595.9092665,124,117,79,131
1774799595.9092977,124,117,79,131
1774799595.909302,124,117,79,131
1774799595.9093065,124,117,79,131
1774799595.9093108,124,117,79,131
1774799595.9093142,124,117,79,131
1774799595.909321,124,117,79,131
1774799595.9634848,124,117,79,131
1774799595.9635015,124,117,79,131
1774799595.9635057,124,117,79,131
1774799595.9635084,124,117,79,131
1774799595.9635112,124,117,79,131
1774799595.9635146,124,117,79,131
1774799595.985718,124,117,79,131
1774799596.00853,124,117,79,131
1774799596.008554,124,117,79,131
1774799596.008558,124,117,79,131
1774799596.0085618,124,117,79,131
1774799596.0085657,124,117,79,131
1774799596.008569,124,117,79,131
1774799596.0085764,124,117,79,131
1774799596.0085797,124,117,79,131
1774799596.0085824,124,117,79,131
1774799596.0085847,124,117,79,131
1774799596.0085952,124,117,79,131
1774799596.0608597,124,117,79,131
1774799596.0608766,124,117,79,131
1774799596.0608807,124,117,79,131
1774799596.0608835,124,117,79,131
1774799596.0608914,124,117,79,131
1774799596.0609062,124,117,79,131
1774799596.1115894,124,117,79,131
1774799596.111611,124,117,79,131
1774799596.1116154,124,117,79,131
1774799596.1116192,124,117,79,131
1774799596.1116226,124,117,79,131
1774799596.1116257,124,117,79,131
1774799596.1116288,124,117,79,131
1774799596.1116319,124,117,79,131
1774799596.1562915,124,117,79,131
1774799596.1563148,124,117,79,131
1774799596.1563194,124,117,79,131
1774799596.156323,124,117,79,131
1774799596.1563263,124,117,79,131
1774799596.156335,124,117,79,131
1774799596.1563385,124,117,79,131
1774799596.1993515,124,117,79,131
1774799596.207482,124,117,79,131
1774799596.2075236,124,117,79,131
1774799596.2075298,124,117,79,131
1774799596.2075365,124,117,79,131
1774799596.2075412,124,117,79,131
1774799596.2075455,124,117,79,131
1774799596.207549,124,117,79,131
1774799596.2075534,124,117,79,131
1774799596.2586327,124,117,79,131
1774799596.2586493,124,117,79,131
1774799596.2586532,124,117,79,131
1774799596.2586565,124,117,79,131
1774799596.2586594,124,117,79,131
1774799596.2586775,124,117,79,131
1774799596.2586908,124,117,79,131
1774799596.3098645,124,117,79,131
1774799596.309881,124,117,79,131
1774799596.3098884,124,117,79,131
1774799596.309892,124,117,79,131
1774799596.309901,124,117,79,131
1774799596.3099167,124,117,79,131
1774799596.309931,124,117,79,131
1774799596.3099475,124,117,79,131
1774799596.36129,124,117,79,131
1774799596.3613107,124,117,79,131
1774799596.3613157,124,117,79,131
1774799596.3613198,124,117,79,131
1774799596.361323,124,117,79,131
1774799596.3613262,124,117,79,131
1774799596.3613377,124,117,79,131
1774799596.4061031,124,117,79,131
1774799596.4061427,124,117,79,131
1774799596.4061482,124,117,79,131
1774799596.4061522,124,117,79,131
1774799596.4061558,124,117,79,131
1774799596.4061608,124,117,79,131
1774799596.406166,124,117,79,131
1774799596.4061737,124,117,79,131
1774799596.4584634,124,117,79,131
1774799596.458489,124,117,79,131
1774799596.458495,124,117,79,131
1774799596.4584997,124,117,79,131
1774799596.4585037,124,117,79,131
1774799596.4585073,124,117,79,131
1774799596.458512,124,117,79,131
1774799596.5018084,124,117,79,131
1774799596.5092876,124,117,79,131
1774799596.5093114,124,117,79,131
1774799596.509317,124,117,79,131
1774799596.5093207,124,117,79,131
1774799596.5093238,124,117,79,131
1774799596.5093281,124,117,79,131
1774799596.509343,124,117,79,131
1774799596.5093625,124,117,79,131
1774799596.509371,124,117,79,131
1774799596.509386,124,117,79,131
1774799596.5612822,124,117,79,131
1774799596.5613008,124,117,79,131
1774799596.5613055,124,117,79,131
1774799596.561309,124,117,79,131
1774799596.5613124,124,117,79,131
1774799596.5613244,124,117,79,131
1774799596.561328,124,117,79,131
1774799596.612673,124,117,79,131
1774799596.6127002,124,117,79,131
1774799596.612707,124,117,79,131
1774799596.6127117,124,117,79,131
1774799596.612716,124,117,79,131
1774799596.6127198,124,117,79,131
1774799596.612725,124,117,79,131
1774799596.6127293,124,117,79,131
1774799596.6571078,124,117,79,131
1774799596.6573606,124,117,79,131
1774799596.657373,124,117,79,131
1774799596.6573772,124,117,79,131
1774799596.6573806,124,117,79,131
1774799596.6573837,124,117,79,131
1774799596.6573932,124,117,79,131
1774799596.657398,124,117,79,131
1774799596.7092652,124,117,79,131
1774799596.7092862,124,117,79,131
1774799596.7092912,124,117,79,131
1774799596.7092953,124,117,79,131
1774799596.7092986,124,117,79,131
1774799596.7093015,124,117,79,131
1774799596.7093046,124,117,79,131
1774799596.7093077,124,117,79,131
1774799596.7596486,124,117,79,131
1774799596.7596667,124,117,79,131
1774799596.759672,124,117,79,131
1774799596.7596748,124,117,79,131
1774799596.7596781,124,117,79,131
1774799596.7596812,124,117,79,131
1774799596.7596889,124,117,79,131
1774799596.8118916,124,117,79,131
1774799596.811922,124,117,79,131
1774799596.8119266,124,117,79,131
1774799596.8119304,124,117,79,131
1774799596.811934,124,117,79,131
1774799596.8119373,124,117,79,131
1774799596.8119464,124,117,79,131
1774799596.8119516,124,117,79,131
1774799596.8623698,124,117,79,131
1774799596.8624384,124,117,79,131
1774799596.8624918,124,117,79,131
1774799596.8625052,124,117,79,131
1774799596.8625112,124,117,79,131
1774799596.8625152,124,117,79,131
1774799596.8625193,124,117,79,131
1774799596.9074552,124,117,79,131
1774799596.9074736,124,117,79,131
1774799596.9074776,124,117,79,131
1774799596.9074807,124,117,79,131
1774799596.9074845,124,117,79,131
1774799596.9074867,124,117,79,131
1774799596.9074895,124,117,79,131
1774799596.9074926,124,117,79,131
1774799596.958009,124,117,79,131
1774799596.9580264,124,117,79,131
1774799596.95803,124,117,79,131
1774799596.9580328,124,117,79,131
1774799596.9580355,124,117,79,131
1774799596.958038,124,117,79,131
1774799596.9580405,124,117,79,131
1774799597.0089438,124,117,79,131
1774799597.008974,124,117,79,131
1774799597.0089788,124,117,79,131
1774799597.008984,124,117,79,131
1774799597.0089884,124,117,79,131
1774799597.0089917,124,117,79,131
1774799597.0089953,124,117,79,131
1774799597.0089989,124,117,79,131
1774799597.0090027,124,117,79,131
1774799597.0090063,124,117,79,131
1774799597.00901,124,117,79,131
1774799597.0090127,124,117,79,131
1774799597.0612776,124,117,79,131
1774799597.061297,124,117,79,131
1774799597.061301,124,117,79,131
1774799597.0613046,124,117,79,131
1774799597.0613074,124,117,79,131
1774799597.0613103,124,117,79,131
1774799597.0613124,124,117,79,131
1774799597.106103,124,117,79,131
1774799597.1061268,124,117,79,131
1774799597.1061335,124,117,79,131
1774799597.1061375,124,117,79,131
1774799597.1061413,124,117,79,131
1774799597.1061454,124,117,79,131
1774799597.1061494,124,117,79,131
1774799597.1061532,124,117,79,131
1774799597.1565504,124,117,79,131
1774799597.1565788,124,117,79,131
1774799597.1565902,124,117,79,131
1774799597.1565971,124,117,79,131
1774799597.156602,124,117,79,131
1774799597.156614,124,117,79,131
1774799597.1566188,124,117,79,131
1774799597.2075975,124,117,79,131
1774799597.2076173,124,117,79,131
1774799597.207621,124,117,79,131
1774799597.2076242,124,117,79,131
1774799597.2076268,124,117,79,131
1774799597.20763,124,117,79,131
1774799597.207634,124,117,79,131
1774799597.207636,124,117,79,131
1774799597.2590923,124,117,79,131
1774799597.2591314,124,117,79,131
1774799597.259139,124,117,79,131
1774799597.259146,124,117,79,131
1774799597.2591567,124,117,79,131
1774799597.2591617,124,117,79,131
1774799597.2592013,124,117,79,131
1774799597.3119338,124,117,79,131
1774799597.311958,124,117,79,131
1774799597.3119636,124,117,79,131
1774799597.311968,124,117,79,131
1774799597.3119724,124,117,79,131
1774799597.3119767,124,117,79,131
1774799597.3119812,124,117,79,131
1774799597.3119855,124,117,79,131
1774799597.356033,124,117,79,131
1774799597.3560545,124,117,79,131
1774799597.3560588,124,117,79,131
1774799597.356062,124,117,79,131
1774799597.356065,124,117,79,131
1774799597.3560681,124,117,79,131
1774799597.356071,124,117,79,131
1774799597.3775005,124,117,79,131
1774799597.3921547,124,117,79,131
1774799597.407307,124,117,79,131
1774799597.4073238,124,117,79,131
1774799597.4073277,124,117,79,131
1774799597.4073308,124,117,79,131
1774799597.4073336,124,117,79,131
1774799597.4073365,124,117,79,131
1774799597.407339,124,117,79,131
1774799597.4073415,124,117,79,131
1774799597.4592597,124,117,79,131
1774799597.4592764,124,117,79,131
1774799597.4592805,124,117,79,131
1774799597.4592834,124,117,79,131
1774799597.459286,124,117,79,131
1774799597.4592886,124,117,79,131
1774799597.4592912,124,117,79,131
1774799597.5105364,124,117,79,131
1774799597.5105546,124,117,79,131
1774799597.5105586,124,117,79,131
1774799597.5105615,124,117,79,131
1774799597.510567,124,117,79,131
1774799597.5105698,124,117,79,131
1774799597.5105724,124,117,79,131
1774799597.5105805,124,117,79,131
1774799597.5105834,124,117,79,131
1774799597.5105972,124,117,79,131
1774799597.5628843,124,117,79,131
1774799597.5629106,124,117,79,131
1774799597.5629146,124,117,79,131
1774799597.5629182,124,117,79,131
1774799597.5629225,124,117,79,131
1774799597.5629976,124,117,79,131
1774799597.5630023,124,117,79,131
1774799597.6074045,124,117,79,131
1774799597.6074266,124,117,79,131
1774799597.607431,124,117,79,131
1774799597.6074352,124,117,79,131
1774799597.6074405,124,117,79,131
1774799597.6074448,124,117,79,131
1774799597.6074543,124,117,79,131
1774799597.6074576,124,117,79,131
1774799597.6602697,124,117,79,131
1774799597.6603029,124,117,79,131
1774799597.660308,124,117,79,131
1774799597.6603115,124,117,79,131
1774799597.6603148,124,117,79,131
1774799597.6603181,124,117,79,131
1774799597.6603353,124,117,79,131
1774799597.7116385,124,117,79,131
1774799597.7116592,124,117,79,131
1774799597.7116644,124,117,79,131
1774799597.711669,124,117,79,131
1774799597.7116735,124,117,79,131
1774799597.7116778,124,117,79,131
1774799597.7116818,124,117,79,131
1774799597.7116857,124,117,79,131
1774799597.7564461,124,117,79,131
1774799597.756463,124,117,79,131
1774799597.7564669,124,117,79,131
1774799597.7564697,124,117,79,131
1774799597.7564726,124,117,79,131
1774799597.7564754,124,117,79,131
1774799597.7564824,124,117,79,131
1774799597.807573,124,117,79,131
1774799597.807591,124,117,79,131
1774799597.807595,124,117,79,131
1774799597.8075995,124,117,79,131
1774799597.8076026,124,117,79,131
1774799597.8076055,124,117,79,131
1774799597.8076084,124,117,79,131
1774799597.8076112,124,117,79,131
1774799597.8594594,124,117,79,131
1774799597.8594787,124,117,79,131
1774799597.859484,124,117,79,131
1774799597.859487,124,117,79,131
1774799597.8594904,124,117,79,131
1774799597.8594935,124,117,79,131
1774799597.8594964,124,117,79,131
1774799597.930323,124,117,79,131
1774799597.9303393,124,117,79,131
1774799597.9303427,124,117,79,131
1774799597.9303455,124,117,79,131
1774799597.930348,124,117,79,131
1774799597.9303503,124,117,79,131
1774799597.9303546,124,117,79,131
1774799597.930364,124,117,79,131
1774799597.9601781,124,117,79,131
1774799597.9601972,124,117,79,131
1774799597.9602017,124,117,79,131
1774799597.9602053,124,117,79,131
1774799597.960209,124,117,79,131
1774799597.9602118,124,117,79,131
1774799597.9602146,124,117,79,131
1774799598.0063841,124,117,79,131
1774799598.0064044,124,117,79,131
1774799598.006408,124,117,79,131
1774799598.006411,124,117,79,131
1774799598.0064135,124,117,79,131
1774799598.0064182,124,117,79,131
1774799598.0064209,124,117,79,131
1774799598.0064232,124,117,79,131
1774799598.0064259,124,117,79,131
1774799598.0064287,124,117,79,131
1774799598.0064328,124,117,79,131
1774799598.0064423,124,117,79,131
1774799598.0621736,124,117,79,131
1774799598.06219,124,117,79,131
1774799598.062194,124,117,79,131
1774799598.0621974,124,117,79,131
1774799598.0622,124,117,79,131
1774799598.0622027,124,117,79,131
1774799598.0622048,124,117,79,131
1774799598.1067774,124,117,79,131
1774799598.1067953,124,117,79,131
1774799598.1067996,124,117,79,131
1774799598.1068027,124,117,79,131
1774799598.1068056,124,117,79,131
1774799598.1068087,124,117,79,131
1774799598.1068118,124,117,79,131
1774799598.1068206,124,117,79,131
1774799598.1594424,124,117,79,131
1774799598.159459,124,117,79,131
1774799598.1594627,124,117,79,131
1774799598.1594656,124,117,79,131
1774799598.1594682,124,117,79,131
1774799598.1594706,124,117,79,131
1774799598.1594775,124,117,79,131
1774799598.2114427,124,117,79,131
1774799598.2114606,124,117,79,131
1774799598.2114646,124,117,79,131
1774799598.2114675,124,117,79,131
1774799598.2114701,124,117,79,131
1774799598.2114727,124,117,79,131
1774799598.2114754,124,117,79,131
1774799598.2114778,124,117,79,131
1774799598.257775,124,117,79,131
1774799598.257794,124,117,79,131
1774799598.2577991,124,117,79,131
1774799598.257805,124,117,79,131
1774799598.2578094,124,117,79,131
1774799598.2578127,124,117,79,131
1774799598.2578163,124,117,79,131
1774799598.3100693,124,117,79,131
1774799598.310087,124,117,79,131
1774799598.310091,124,117,79,131
1774799598.3100946,124,117,79,131
1774799598.3100982,124,117,79,131
1774799598.310101,124,117,79,131
1774799598.3101044,124,117,79,131
1774799598.310107,124,117,79,131
1774799598.3562737,124,117,79,131
1774799598.3563035,124,117,79,131
1774799598.3563087,124,117,79,131
1774799598.3563147,124,117,79,131
1774799598.35632,124,117,79,131
1774799598.3563251,124,117,79,131
1774799598.3563344,124,117,79,131
1774799598.4086432,124,117,79,131
1774799598.4086673,124,117,79,131
1774799598.4086726,124,117,79,131
1774799598.408676,124,117,79,131
1774799598.4086788,124,117,79,131
1774799598.4087021,124,117,79,131
1774799598.4087138,124,117,79,131
1774799598.408718,124,117,79,131
1774799598.45991,124,117,79,131
1774799598.459932,124,117,79,131
1774799598.4599369,124,117,79,131
1774799598.45994,124,117,79,131
1774799598.4599423,124,117,79,131
1774799598.459945,124,117,79,131
1774799598.4599478,124,117,79,131
1774799598.505742,124,117,79,131
1774799598.5057602,124,117,79,131
1774799598.5057647,124,117,79,131
1774799598.5057676,124,117,79,131
1774799598.5057712,124,117,79,131
1774799598.5057745,124,117,79,131
1774799598.5057774,124,117,79,131
1774799598.50578,124,117,79,131
1774799598.505789,124,117,79,131
1774799598.505792,124,117,79,131
1774799598.5570092,124,117,79,131
1774799598.5570285,124,117,79,131
1774799598.557033,124,117,79,131
1774799598.557036,124,117,79,131
1774799598.557046,124,117,79,131
1774799598.5570593,124,117,79,131
1774799598.5570657,124,117,79,131
1774799598.5895174,124,117,79,131
1774799598.6107187,124,117,79,131
1774799598.6107354,124,117,79,131
1774799598.610739,124,117,79,131
1774799598.6107423,124,117,79,131
1774799598.6107452,124,117,79,131
1774799598.6107478,124,117,79,131
1774799598.6107502,124,117,79,131
1774799598.6107595,124,117,79,131
1774799598.6560411,124,117,79,131
1774799598.6560588,124,117,79,131
1774799598.6560636,124,117,79,131
1774799598.656067,124,117,79,131
1774799598.6560702,124,117,79,131
1774799598.6560733,124,117,79,131
1774799598.656076,124,117,79,131
1774799598.7102108,124,117,79,131
1774799598.710228,124,117,79,131
1774799598.7102323,124,117,79,131
1774799598.7102354,124,117,79,131
1774799598.7102385,124,117,79,131
1774799598.7102408,124,117,79,131
1774799598.7102432,124,117,79,131
1774799598.710252,124,117,79,131
1774799598.7602537,124,117,79,131
1774799598.76027,124,117,79,131
1774799598.760274,124,117,79,131
1774799598.7602766,124,117,79,131
1774799598.7603006,124,117,79,131
1774799598.7603102,124,117,79,131
1774799598.7603154,124,117,79,131
1774799598.8116522,124,117,79,131
1774799598.811685,124,117,79,131
1774799598.811691,124,117,79,131
1774799598.8116958,124,117,79,131
1774799598.8116996,124,117,79,131
1774799598.811704,124,117,79,131
1774799598.8117108,124,117,79,131
1774799598.8117132,124,117,79,131
1774799598.861942,124,117,79,131
1774799598.8619611,124,117,79,131
1774799598.8619745,124,117,79,131
1774799598.8619802,124,117,79,131
1774799598.8619838,124,117,79,131
1774799598.861987,124,117,79,131
1774799598.861991,124,117,79,131
1774799598.906027,124,117,79,131
1774799598.906049,124,117,79,131
1774799598.9060533,124,117,79,131
1774799598.9060566,124,117,79,131
1774799598.9060595,124,117,79,131
1774799598.906062,124,117,79,131
1774799598.9060643,124,117,79,131
1774799598.9060671,124,117,79,131
1774799598.956877,124,117,79,131
1774799598.956899,124,117,79,131
1774799598.9569046,124,117,79,131
1774799598.956909,124,117,79,131
1774799598.956914,124,117,79,131
1774799598.9569187,124,117,79,131
1774799598.9569232,124,117,79,131
1774799599.0071504,124,117,79,131
1774799599.0071807,124,117,79,131
1774799599.0071871,124,117,79,131
1774799599.0071986,124,117,79,131
1774799599.0072048,124,117,79,131
1774799599.0072098,124,117,79,131
1774799599.0072143,124,117,79,131
1774799599.0072186,124,117,79,131
1774799599.0072236,124,117,79,131
1774799599.0072284,124,117,79,131
1774799599.0072334,124,117,79,131
1774799599.0072372,124,117,79,131
1774799599.056979,124,117,79,131
1774799599.057001,124,117,79,131
1774799599.0570078,124,117,79,131
1774799599.057013,124,117,79,131
1774799599.0570178,124,117,79,131
1774799599.0570219,124,117,79,131
1774799599.0570264,124,117,79,131
1774799599.1066499,124,117,79,131
1774799599.1066675,124,117,79,131
1774799599.106671,124,117,79,131
1774799599.106674,124,117,79,131
1774799599.1066766,124,117,79,131
1774799599.106679,124,117,79,131
1774799599.1066816,124,117,79,131
1774799599.10669,124,117,79,131
1774799599.156485,124,117,79,131
1774799599.1565013,124,117,79,131
1774799599.156505,124,117,79,131
1774799599.156508,124,117,79,131
1774799599.1565108,124,117,79,131
1774799599.156513,124,117,79,131
1774799599.1565154,124,117,79,131
1774799599.206336,124,117,79,131
1774799599.2063627,124,117,79,131
1774799599.2063665,124,117,79,131
1774799599.206369,124,117,79,131
1774799599.2063715,124,117,79,131
1774799599.2063744,124,117,79,131
1774799599.2063773,124,117,79,131
1774799599.2063794,124,117,79,131
1774799599.2620876,124,117,79,131
1774799599.26211,124,117,79,131
1774799599.262123,124,117,79,131
1774799599.262127,124,117,79,131
1774799599.2621303,124,117,79,131
1774799599.262133,124,117,79,131
1774799599.2621365,124,117,79,131
1774799599.3117685,124,117,79,131
1774799599.3117852,124,117,79,131
1774799599.3117888,124,117,79,131
1774799599.3117917,124,117,79,131
1774799599.3117943,124,117,79,131
1774799599.3117967,124,117,79,131
1774799599.3118045,124,117,79,131
1774799599.3118105,124,117,79,131
1774799599.3614464,124,117,79,131
1774799599.3614628,124,117,79,131
1774799599.361467,124,117,79,131
1774799599.3614702,124,117,79,131
1774799599.3614726,124,117,79,131
1774799599.3614838,124,117,79,131
1774799599.3614945,124,117,79,131
1774799599.4111667,124,117,79,131
1774799599.411187,124,117,79,131
1774799599.4111998,124,117,79,131
1774799599.4112031,124,117,79,131
1774799599.4112055,124,117,79,131
1774799599.4112089,124,117,79,131
1774799599.4112127,124,117,79,131
1774799599.411217,124,117,79,131
1774799599.4605916,124,117,79,131
1774799599.4606092,124,117,79,131
1774799599.4606175,124,117,79,131
1774799599.4606228,124,117,79,131
1774799599.4606278,124,117,79,131
1774799599.4606311,124,117,79,131
1774799599.460634,124,117,79,131
1774799599.510162,124,117,79,131
1774799599.510182,124,117,79,131
1774799599.5101867,124,117,79,131
1774799599.5101917,124,117,79,131
1774799599.5101967,124,117,79,131
1774799599.510202,124,117,79,131
1774799599.5102077,124,117,79,131
1774799599.510212,124,117,79,131
1774799599.5102155,124,117,79,131
1774799599.5102198,124,117,79,131
1774799599.5603318,124,117,79,131
1774799599.560353,124,117,79,131
1774799599.560359,124,117,79,131
1774799599.560363,124,117,79,131
1774799599.5603678,124,117,79,131
1774799599.5603716,124,117,79,131
1774799599.5603755,124,117,79,131
1774799599.6108973,124,117,79,131
1774799599.6109192,124,117,79,131
1774799599.6109347,124,117,79,131
1774799599.6109397,124,117,79,131
1774799599.610944,124,117,79,131
1774799599.6109476,124,117,79,131
1774799599.6109548,124,117,79,131
1774799599.6109588,124,117,79,131
1774799599.6607397,124,117,79,131
1774799599.660758,124,117,79,131
1774799599.6607623,124,117,79,131
1774799599.6607652,124,117,79,131
1774799599.6607728,124,117,79,131
1774799599.6607757,124,117,79,131
1774799599.6607783,124,117,79,131
1774799599.7101936,124,117,79,131
1774799599.7102108,124,117,79,131
1774799599.710215,124,117,79,131
1774799599.710219,124,117,79,131
1774799599.710222,124,117,79,131
1774799599.7102249,124,117,79,131
1774799599.7102282,124,117,79,131
1774799599.710231,124,117,79,131
1774799599.759584,124,117,79,131
1774799599.7596,124,117,79,131
1774799599.7596037,124,117,79,131
1774799599.7596064,124,117,79,131
1774799599.759609,124,117,79,131
1774799599.7596116,124,117,79,131
1774799599.7596138,124,117,79,131
1774799599.809797,124,117,79,131
1774799599.8098154,124,117,79,131
1774799599.8098195,124,117,79,131
1774799599.8098235,124,117,79,131
1774799599.8098328,124,117,79,131
1774799599.8098354,124,117,79,131
1774799599.8098385,124,117,79,131
1774799599.8098416,124,117,79,131
1774799599.8594038,124,117,79,131
1774799599.8594208,124,117,79,131
1774799599.8594246,124,117,79,131
1774799599.859427,124,117,79,131
1774799599.8594298,124,117,79,131
1774799599.8594327,124,117,79,131
1774799599.859435,124,117,79,131
1774799599.909056,124,117,79,131
1774799599.9090753,124,117,79,131
1774799599.9090793,124,117,79,131
1774799599.9090831,124,117,79,131
1774799599.9090862,124,117,79,131
1774799599.9090893,124,117,79,131
1774799599.9090927,124,117,79,131
1774799599.909097,124,117,79,131
1774799599.9581711,124,117,79,131
1774799599.958189,124,117,79,131
1774799599.9581938,124,117,79,131
1774799599.9581969,124,117,79,131
1774799599.9582002,124,117,79,131
1774799599.958203,124,117,79,131
1774799599.958206,124,117,79,131
1774799600.0082586,124,117,79,131
1774799600.008276,124,117,79,131
1774799600.0082796,124,117,79,131
1774799600.0082824,124,117,79,131
1774799600.0082853,124,117,79,131
1774799600.0082874,124,117,79,131
1774799600.0082939,124,117,79,131
1774799600.0083036,124,117,79,131
1774799600.0083063,124,117,79,131
1774799600.00832,124,117,79,131
1774799600.0083253,124,117,79,131
1774799600.0083346,124,117,79,131
1774799600.0083373,124,117,79,131
1774799600.0576396,124,117,79,131
1774799600.0576577,124,117,79,131
1774799600.0576663,124,117,79,131
1774799600.0576694,124,117,79,131
1774799600.0576723,124,117,79,131
1774799600.0576782,124,117,79,131
1774799600.0577147,124,117,79,131
1774799600.106996,124,117,79,131
1774799600.107014,124,117,79,131
1774799600.1070175,124,117,79,131
1774799600.1070204,124,117,79,131
1774799600.107023,124,117,79,131
1774799600.107026,124,117,79,131
1774799600.107029,124,117,79,131
1774799600.1070313,124,117,79,131
1774799600.1558888,124,117,79,131
1774799600.1559067,124,117,79,131
1774799600.1559107,124,117,79,131
1774799600.155914,124,117,79,131
1774799600.1559174,124,117,79,131
1774799600.1559198,124,117,79,131
1774799600.1559224,124,117,79,131
1774799600.2108898,124,117,79,131
1774799600.2109106,124,117,79,131
1774799600.210922,124,117,79,131
1774799600.210927,124,117,79,131
1774799600.2109313,124,117,79,131
1774799600.2109346,124,117,79,131
1774799600.2109382,124,117,79,131
1774799600.2109416,124,117,79,131
1774799600.2600183,124,117,79,131
1774799600.2600355,124,117,79,131
1774799600.2600393,124,117,79,131
1774799600.2600427,124,117,79,131
1774799600.2600453,124,117,79,131
1774799600.260048,124,117,79,131
1774799600.26005,124,117,79,131
1774799600.3083549,124,117,79,131
1774799600.3083713,124,117,79,131
1774799600.3083754,124,117,79,131
1774799600.3083782,124,117,79,131
1774799600.3083808,124,117,79,131
1774799600.3083835,124,117,79,131
1774799600.3083863,124,117,79,131
1774799600.308389,124,117,79,131
1774799600.3568764,124,117,79,131
1774799600.3568938,124,117,79,131
1774799600.3568978,124,117,79,131
1774799600.3569007,124,117,79,131
1774799600.3569033,124,117,79,131
1774799600.3569245,124,117,79,131
1774799600.3569338,124,117,79,131
1774799600.4108717,124,117,79,131
1774799600.4108937,124,117,79,131
1774799600.4108992,124,117,79,131
1774799600.4109037,124,117,79,131
1774799600.4109151,124,117,79,131
1774799600.41092,124,117,79,131
1774799600.4109478,124,117,79,131
1774799600.4109542,124,117,79,131
1774799600.4583886,124,117,79,131
1774799600.4584115,124,117,79,131
1774799600.4584162,124,117,79,131
1774799600.4584196,124,117,79,131
1774799600.458422,124,117,79,131
1774799600.4584246,124,117,79,131
1774799600.4584298,124,117,79,131
1774799600.5119233,124,117,79,131
1774799600.5119634,124,117,79,131
1774799600.5119736,124,117,79,131
1774799600.5119777,124,117,79,131
1774799600.5119808,124,117,79,131
1774799600.511984,124,117,79,131
1774799600.5119872,124,117,79,131
1774799600.5119896,124,117,79,131
1774799600.5119917,124,117,79,131
1774799600.5119953,124,117,79,131
1774799600.5581634,124,117,79,131
1774799600.5581796,124,117,79,131
1774799600.5581837,124,117,79,131
1774799600.5581863,124,117,79,131
