session_time,lap,pos_x,pos_y,pos_z,speed,throttle,brake
886.8803100585938,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
886.903076171875,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
886.9177856445312,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
886.9324340820312,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
886.9544677734375,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
886.9691772460938,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
886.9839477539062,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
886.9987182617188,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.0209350585938,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.0355834960938,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.0502319335938,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.072265625,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.0870361328125,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.1017456054688,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.1173095703125,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.1380615234375,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.1505737304688,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.1639404296875,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.1813354492188,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.198974609375,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.2158203125,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.232666015625,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.2454223632812,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.270263671875,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.2861328125,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.3017578125,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.3172607421875,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.3328247070312,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.3484497070312,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.3568115234375,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.3817138671875,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.3980102539062,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.4210815429688,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.436767578125,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.4524536132812,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.4681396484375,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.4837646484375,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.499267578125,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.52197265625,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.5374755859375,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.553466796875,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
887.5618286132812,8,-447.16754150390625,61.10974884033203,481.0629577636719,0,0.0,0.0
